playerID,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,preferredFoot,bestPos,bestRole,Value,Wage
518,Yannick Bolasie,"M (L), AM (RL), ST (C)",Middlesbrough,Sky Bet Championship,England (Sky Bet Championship),COD,185,84,30,Right,AM (L),IW,16250000,75000
5219,Aleksandar Dragovic,D (C),Bayer 04,Bundesliga,Germany (Bundesliga),AUT,184,76,28,Either,D (C),BPD,5500000,49500
3905,Alessandro Mastalli,"DM, M (C)",Juve Stabia,Italian Serie B,Italy (Serie B),ITA,175,75,23,Right,M (C),MEZ,475000,2400
8511,Alexandre Jankewitz,"DM, M/AM (C)",Southampton,English Premier Division,England (Premier Division),SUI,180,70,17,Right,M (C),CM,200000,1000
537,Andy Carroll,ST (C),Newcastle,English Premier Division,England (Premier Division),ENG,193,79,30,Left,ST (C),TM,10000000,20000
1716,Bernardo,"D (RL), DM, M (C)",FC RB Salzburg,Austrian Premier Division,Austria (Premier Division),BRA,186,76,24,Left,D (L),FB,12000000,27000
871,Bojan,"AM (C), ST (C)",Montreal Impact,Major League Soccer,U.S.A. (MLS),ESP,175,74,28,Right,AM (C),AM,3900000,23000
662,Brad Guzan,GK,Atlanta United,Major League Soccer,U.S.A. (MLS),USA,194,95,34,Left,GK,SK,1100000,11000
6421,Brahim Diaz,"M (C), AM (RLC)",Milan,Italian Serie A,Italy (Serie A),ESP,171,68,19,Either,AM (C),AM,3400000,105000
7395,Carlos Vinicius,ST (C),Tottenham,English Premier Division,England (Premier Division),BRA,192,86,24,Left,ST (C),CF,14250000,7500
9356,Carney Chukwuemeka,M/AM (C),Aston Villa,English Premier Division,England (Premier Division),ENG,156,55,15,Right,M (C),MEZ,14250,120
8694,Chidera Ejuke,AM (RLC),sc Heerenveen,Eredivisie,Holland (Eredivisie),NGA,176,72,21,Right,AM (L),IW,6500000,7750
2560,Cristiano Piccini,D/WB (R),Valencia,Spanish First Division,Spain (First Division),ITA,189,79,26,Right,D (R),FB,9750000,20000
268,Daniel Baier,"DM, M (C)",FC Augsburg,Bundesliga,Germany (Bundesliga),GER,176,77,35,Right,DM,DLP,700000,25000
7866,Dejan Joveljic,ST (C),Wolfsberger AC,Austrian Premier Division,Austria (Premier Division),SRB,182,72,19,Right,ST (C),P,2600000,16500
7437,Demeaco Duhaney,D/WB (R),Huddersfield,Sky Bet Championship,England (Sky Bet Championship),ENG,180,70,20,Right,D (R),CWB,550000,2500
7281,Diogo Dalot,"D (RL), WB (R)",Milan,Italian Serie A,Italy (Serie A),POR,183,76,20,Right,D (R),CWB,17000000,35000
3357,Djibril Sidibe,D (RL),AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,182,71,26,Right,D (R),WB,7500000,47500
919,Duncan Watmore,AM (R),Sunderland,Sky Bet League One,England (Sky Bet League One),ENG,176,73,25,Right,AM (R),W,350000,15000
1673,Edimilson Fernandes,"DM, M/AM (RC)",Mainz 05,Bundesliga,Germany (Bundesliga),SUI,187,77,23,Right,M (C),BBM,7500000,30000
8317,Edmond Tapsoba,D (C),Bayer 04,Bundesliga,Germany (Bundesliga),BFA,192,80,20,Right,D (C),BPD,7000000,32500
1324,Federico Dimarco,D/WB/M (L),Verona,Italian Serie A,Italy (Serie A),ITA,175,76,21,Left,D (L),FB,2900000,6250
2663,Felix Passlack,D/WB/M/AM (R),Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,170,74,21,Right,D (R),WB,1400000,16500
3563,Florent Balmont,"DM, M (C)",Dijon FCO,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,168,72,39,Right,M (C),BWM,115000,6000
8105,Gonzalo Maroni,AM (C),Sampdoria,Italian Serie A,Italy (Serie A),ARG,173,68,20,Right,AM (C),AP,1500000,19000
5722,Ibrahim Sangare,"DM, M (C)",Toulouse FC,Domino's Ligue 2,France (Domino's Ligue 2),CIV,191,77,21,Right Only,M (C),BBM,3400000,19750
2336,Ignacio Camacho,"DM, M (C)",Unknown,Unknown,Spain,ESP,183,77,29,Right,M (C),CM,0,0
589,James McCarthy,"DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),IRL,180,72,28,Right,M (C),CM,16250000,50000
4764,Jean-Philippe Gbamin,"D (C), DM, M (C)",Everton,English Premier Division,England (Premier Division),CIV,186,83,23,Right,DM,BWM,24000000,75000
3581,Jemerson,D (C),Corinthians,Brazilian National First Division,Brazil (First Division),BRA,184,77,26,Right,D (C),BPD,9750000,27000
8235,Jeremy Ngakia,D/M/AM (R),Watford,Sky Bet Championship,England (Sky Bet Championship),ENG,184,73,18,Right,M (R),DW,425000,3500
7784,Joao Victor,"AM (C), ST (C)",Internacional,Brazilian National Lower Division,Brazil (Lower Division),BRA,171,65,18,Right Only,ST (C),F9,13000,325
6084,Johannes Eggestein,"AM (C), ST (C)",LASK,Austrian Premier Division,Austria (Premier Division),GER,183,75,21,Right,AM (C),AP,3000000,16500
1247,Juan Jesus,D (LC),Roma,Italian Serie A,Italy (Serie A),BRA,185,83,28,Left,D (C),NCB,6000000,67000
463,Junior Stanislas,M/AM (RL),Bournemouth,Sky Bet Championship,England (Sky Bet Championship),ENG,183,77,29,Right,AM (L),IW,13500000,35000
3951,Kevin Bonifazi,D (C),SPAL,Italian Serie B,Italy (Serie B),ITA,187,84,23,Right,D (C),BPD,5000000,18500
6109,Konrad Laimer,"D/WB (R), DM, M (C)",RB Leipzig,Bundesliga,Germany (Bundesliga),AUT,180,72,22,Right,M (C),BWM,7500000,49500
1590,Luca Antonelli,D/WB/M (L),Empoli,Italian Serie B,Italy (Serie B),ITA,184,79,32,Left,D (L),FB,750000,18500
1109,Lucas Ocampos,M/AM (RL),Sevilla,Spanish First Division,Spain (First Division),ARG,187,84,24,Right,AM (L),IW,12250000,26000
5549,Luka Milivojevic,"DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),SRB,184,75,28,Right,DM,BWM,28500000,80000
8429,Luka Romero,AM (RLC),Mallorca,Spanish Second Division,Spain (Second Division),ARG,165,55,14,Left,AM (R),IW,22500,55
2693,Marius Wolf,"WB (R), M/AM (RL)",1. FC Koln,Bundesliga,Germany (Bundesliga),GER,187,73,24,Right,AM (R),W,10500000,58000
557,Matteo Darmian,"D/WB (RL), M (R)",Parma,Italian Serie A,Italy (Serie A),ITA,183,70,29,Right,D (R),FB,8500000,38000
1402,Mauricio Isla,D/WB/M (R),Flamengo,Brazilian National First Division,Brazil (First Division),CHI,175,75,31,Right,D (R),WB,4200000,40500
4247,Maximilian Philipp,"M (L), AM (RLC), ST (C)",VfL Wolfsburg,Bundesliga,Germany (Bundesliga),GER,182,77,25,Right,AM (C),AM,6750000,28000
1653,Michael Keane,D (C),Everton,English Premier Division,England (Premier Division),ENG,186,83,26,Right,D (C),CD,19750000,70000
2443,Michael Krohn-Dehli,"M (RLC), AM (LC)",Unknown,Unknown,Denmark,DEN,170,70,36,Right,M (C),DLP,0,0
651,Michel Vorm,GK,Unknown,Unknown,England,NED,184,84,35,Right,GK,SK,0,0
8712,Miguel Rodriguez,AM (R),Vigo,Spanish First Division,Spain (First Division),ESP,165,55,16,Right,AM (R),W,165000,1200
6523,Milot Rashica,"M/AM (RL), ST (C)",SV Werder,Bundesliga,Germany (Bundesliga),KVX,177,73,22,Right,M (R),W,10500000,33000
28,Mitchell Weiser,D/WB/M/AM (R),Bayer 04,Bundesliga,Germany (Bundesliga),GER,176,67,25,Right,D (R),CWB,8750000,49500
1956,Mohamed Fares,D/WB/M/AM (L),SPAL,Italian Serie B,Italy (Serie B),ALG,183,75,23,Left,WB (L),WB,8250000,10750
6923,Mohammed Salisu,D (C),Southampton,English Premier Division,England (Premier Division),GHA,191,86,20,Left,D (C),CD,3600000,14750
7160,Nemanja Radonjic,"AM (RL), ST (C)",Hertha Berlin,Bundesliga,Germany (Bundesliga),SRB,185,76,23,Right,AM (L),IW,5000000,13750
1377,Nikola Maksimovic,D (RC),Napoli,Italian Serie A,Italy (Serie A),SRB,193,82,27,Right,D (C),BPD,13000000,37000
4932,Pietro Pellegri,ST (C),AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),ITA,188,80,18,Right,ST (C),AF,1000000,16750
265,Ragnar Klavan,D (C),Cagliari,Italian Serie A,Italy (Serie A),EST,187,85,33,Left,D (C),BPD,1300000,30500
7867,Robert Skov,"D (L), M (R), AM (RC)",TSG Hoffenheim,Bundesliga,Germany (Bundesliga),DEN,185,78,23,Left,M (R),IW,9000000,33000
6273,Robin Koch,"D (C), DM, M (C)",Leeds,English Premier Division,England (Premier Division),GER,190,82,22,Right,D (C),CD,19000000,55000
2356,Roque Mesa,"DM, M (RC)",Valladolid,Spanish First Division,Spain (First Division),ESP,171,72,30,Right,M (C),BBM,17000000,47500
835,Ryan Bertrand,D/WB (L),Southampton,English Premier Division,England (Premier Division),ENG,179,76,29,Left,D (L),WB,19500000,70000
6317,Ryan Kent,M/AM (RL),Rangers,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),ENG,172,65,22,Either,AM (L),IW,5750000,20000
6947,Samuel Kalu,"AM (RL), ST (C)",Bordeaux,Ligue 1 Conforama,France (Ligue 1 Conforama),NGA,176,74,21,Right,AM (R),W,5000000,10750
817,Sandro,"AM (RL), ST (C)",Huesca,Brazilian National First Division,Brazil (First Division),ESP,175,72,23,Right,ST (C),AF,14000000,45500
6289,Santiago Ascacibar,"DM, M (C)",Hertha Berlin,Bundesliga,Germany (Bundesliga),ARG,168,70,22,Right,DM,BWM,7500000,41500
1537,Sasa Lukic,"DM, M/AM (C)",Torino,Italian Serie A,Italy (Serie A),SRB,183,77,22,Right,M (C),AP,8250000,15250
2650,Serdar Tasci,D (C),Unknown,Unknown,Germany,GER,185,80,32,Right,D (C),BPD,0,0
560,Sergio Romero,GK,Man Utd,English Premier Division,England (Premier Division),ARG,192,88,32,Right Only,GK,SK,15500000,70000
2690,Sidney Sam,M/AM (RL),Antalyaspor,Turkish Super League,Turkey (Super League),GER,174,68,31,Left Only,M (R),IW,1400000,14000
1712,Stewart Downing,M/AM (RLC),Blackburn,Sky Bet Championship,England (Sky Bet Championship),ENG,180,65,34,Left,M (C),DLP,800000,14000
3943,Sulley Muntari,"DM, M (C)",Unknown,Unknown,Ghana,GHA,179,79,34,Left,M (C),BWM,0,0
311,Sven Bender,"D (C), DM, M (C)",Bayer 04,Bundesliga,Germany (Bundesliga),GER,186,80,30,Right,DM,BWM,10000000,83000
7439,Tahith Chong,"AM (RLC), ST (C)",Club Brugge,Belgian Pro League A,Belgium (Pro League A),NED,185,75,19,Left,AM (R),IW,11000000,10000
5230,Thomas Delaney,"DM, M (C)",Borussia Dortmund,Bundesliga,Germany (Bundesliga),DEN,182,79,27,Left,M (C),BBM,21000000,83000
8329,Unai Vencedor,"DM, M (C)",A. Bilbao,Spanish First Division,Spain (First Division),ESP,176,71,18,Right,DM,BWM,4200000,10500
27,Vladimir Darida,"DM, M/AM (C)",Hertha Berlin,Bundesliga,Germany (Bundesliga),CZE,171,64,28,Right,M (C),BBM,9250000,41500
734,Wahbi Khazri,"AM (LC), ST (C)",AS Saint-Etienne,Ligue 1 Conforama,France (Ligue 1 Conforama),TUN,182,76,28,Right,AM (L),IW,9750000,41500
2926,Wanderson,AM (RL),Krasnodar,Russian Premier League,Russia (Premier League),BRA,175,71,24,Right,AM (R),W,7250000,33000
8633,Waniss Taibi,M/AM (C),Angers SCO,French National 2 - B,France (National 2 - B),FRA,181,73,17,Left,M (C),MEZ,165000,550
6229,William,D/WB (R),Schalke 04,Bundesliga,Germany (Bundesliga),BRA,176,71,24,Right,D (R),WB,7000000,32500
6878,Youcef Atal,D/WB/M/AM (R),OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),ALG,176,64,23,Right,D (R),CWB,8250000,29500
7817,Zack Steffen,GK,Man City,English Premier Division,England (Premier Division),USA,191,86,24,Right,GK,SK,15000000,50000
541,Victor Moses,"M (R), AM (RL)",Spartak Moscow,Russian Premier League,Russia (Premier League),NGA,177,80,28,Right,M (R),W,0,75000
534,Aaron Cresswell,"D (LC), WB (L)",West Ham,English Premier Division,England (Premier Division),ENG,170,66,29,Left Only,D (L),FB,13500000,50000
4419,Adam Armstrong,"AM (RL), ST (C)",Blackburn,Sky Bet Championship,England (Sky Bet Championship),ENG,173,69,22,Right,ST (C),AF,11250000,14000
5740,Adama Diakhaby,"AM (RL), ST (C)",Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),FRA,188,74,22,Left,AM (R),IW,5250000,20000
6054,ederson,"AM (C), ST (C)",Fortaleza,Brazilian National First Division,Brazil (First Division),BRA,172,74,30,Right,ST (C),AF,1400000,6500
5091,alex Berenguer,"WB/M (L), AM (LC)",A. Bilbao,Spanish First Division,Spain (First Division),ESP,175,73,23,Right,AM (L),IW,13250000,27500
8017,Alex Kral,"DM, M (C)",Spartak Moscow,Russian Premier League,Russia (Premier League),CZE,185,72,21,Right,DM,HB,1700000,21000
2572,Alexis,D (C),R. Santander,Spanish Second Division,Spain (Second Division),ESP,183,75,33,Right,D (C),NCB,135000,4800
8371,Alexis Trouillet,M (LC),OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,175,61,18,Left,M (C),MEZ,575000,2000
1474,Alfred Duncan,"DM, M (C)",Fiorentina,Italian Serie A,Italy (Serie A),GHA,178,78,26,Left,M (C),BBM,9500000,21500
666,Aly Cissokho,D/WB/M (L),AFC Blois,French Regional Divisions,France (Regional Divisions),FRA,180,75,31,Left,D (L),FB,0,0
7289,Amin Younes,M/AM (RL),Eintracht Frankfurt,Bundesliga,Germany (Bundesliga),GER,168,66,25,Right,AM (L),IW,9500000,46000
1660,Andre Gray,"AM (R), ST (C)",Watford,Sky Bet Championship,England (Sky Bet Championship),ENG,181,73,27,Right,ST (C),PF,14250000,70000
1460,Andrea Consigli,GK,Sassuolo,Italian Serie A,Italy (Serie A),ITA,189,82,32,Right Only,GK,SK,5500000,30500
922,Andreas Pereira,"M (C), AM (RLC)",Lazio,Italian Serie A,Italy (Serie A),BRA,178,71,23,Either,AM (C),AP,25000000,50000
6964,Ante Coric,M/AM (C),Almeria,Spanish Second Division,Spain (Second Division),CRO,172,68,22,Right,AM (C),AM,4000000,40000
5796,Anthony Vanden Borre,"D/WB (R), DM, M (R)",Anderlecht,Belgian Pro League A,Belgium (Pro League A),BEL,182,89,31,Right Only,D (R),CWB,205000,100
8940,Antonee Robinson,D/WB (L),Fulham,English Premier Division,England (Premier Division),USA,183,70,21,Left,D (L),WB,6500000,15250
2228,Aritz Elustondo,D (RC),Real Sociedad,Spanish First Division,Spain (First Division),ESP,182,72,25,Right,D (C),BPD,13500000,22500
709,Ashley Williams,D (C),Bristol City,Sky Bet Championship,England (Sky Bet Championship),WAL,183,77,34,Right,D (C),NCB,225000,3000
2138,Asier Riesgo,GK,Girona,Spanish Second Division,Spain (Second Division),ESP,185,76,35,Right,GK,SK,140000,5500
1326,Assane Diousse,"DM, M (C)",Ankaragucu,Turkish 1. League,Turkey (1. League),SEN,175,68,21,Left,DM,DLP,3400000,9000
6885,Axel Disasi,D (C),AS Monaco,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,190,86,21,Right Only,D (C),CD,5250000,26500
6573,Axel Werner,GK,At. San Luis,Mexican First Division,Mexico (First Division),ARG,192,86,23,Right Only,GK,G,1400000,7250
2374,Aymen Abdennour,D (C),Umm-Salal,Qatari Stars League,Qatar (Stars League),TUN,184,88,29,Left,D (C),NCB,5500000,6500
1595,Bastos,D (C),Lazio,Italian Serie A,Italy (Serie A),ANG,180,77,27,Right,D (C),NCB,10750000,30500
660,Ben Davies,D/WB (L),Tottenham,English Premier Division,England (Premier Division),WAL,182,76,26,Left,D (L),WB,21500000,90000
7714,Ben Osborn,"M (LC), AM (L)",Sheff Utd,English Premier Division,England (Premier Division),ENG,176,75,24,Left,M (L),DW,8250000,10000
5789,Boubacar Kamara,"D (C), DM",OM,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,184,68,19,Right,D (C),BPD,5500000,43500
6960,Bremer,D (C),Torino,Italian Serie A,Italy (Serie A),BRA,188,80,22,Right,D (C),CD,6750000,15250
8637,Burak Yilmaz,ST (C),LOSC,Ligue 1 Conforama,France (Ligue 1 Conforama),TUR,188,80,33,Right,ST (C),P,3200000,51000
3103,Carlos Eduardo,"M (LC), AM (RLC)",Unknown,Unknown,Brazil,BRA,171,68,31,Left,AM (L),W,0,0
749,Christian Fuchs,D (LC),Leicester,English Premier Division,England (Premier Division),AUT,187,89,33,Left,D (L),FB,3900000,45000
1725,Christian Kabasele,D (C),Watford,Sky Bet Championship,England (Sky Bet Championship),BEL,188,86,28,Right,D (C),CD,19000000,30000
6907,Colin Dagba,D (RL),Paris SG,French Reserves Group 3,France (Reserves Group 3),FRA,170,62,20,Right,D (R),WB,1800000,8250
6299,Connor Goldson,D (C),Rangers,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),ENG,191,90,26,Right Only,D (C),BPD,8000000,25000
6851,Conor Coady,"D (C), DM, M (C)",Wolves,English Premier Division,England (Premier Division),ENG,186,80,26,Right,D (C),BPD,20500000,50000
5202,Cristian Espinoza,"AM (R), ST (C)",San Jose,Major League Soccer,U.S.A. (MLS),ARG,173,68,24,Right,AM (R),W,1700000,8250
1164,Cristiano Biraghi,D/WB/M (L),Inter,Italian Serie A,Italy (Serie A),ITA,184,78,26,Left Only,D (L),FB,9750000,61000
5699,Dalbert,D/WB/M (L),Rennes,Ligue 1 Conforama,France (Ligue 1 Conforama),BRA,181,74,25,Left,D (L),WB,7750000,37000
759,Daniel Amartey,"D (RC), DM, M (C)",Leicester,English Premier Division,England (Premier Division),GHA,186,79,24,Right,D (R),FB,10000000,55000
300,Daniel Didavi,"M (L), AM (LC)",VfB Stuttgart,Bundesliga,Germany (Bundesliga),GER,180,77,29,Left,AM (C),AM,7250000,41500
426,Daniel Ginczek,ST (C),VfL Wolfsburg,Bundesliga,Germany (Bundesliga),GER,191,84,28,Right,ST (C),PF,7250000,66000
8291,Daniel Podence,AM (RL),Wolves,English Premier Division,England (Premier Division),POR,165,62,23,Right,AM (R),W,20000000,50000
5048,Daniel Torres,"DM, M (C)",Zaragoza,Spanish Second Division,Spain (Second Division),COL,183,80,29,Right,DM,BWM,2000000,8750
1579,Daniele Gastaldello,D (C),Brescia,Italian Serie B,Italy (Serie B),ITA,187,77,36,Right,D (C),CD,140000,12250
1206,Danilo Cataldi,"DM, M/AM (C)",Lazio,Italian Serie A,Italy (Serie A),ITA,180,75,24,Right,DM,DLP,5750000,33500
6830,Danny Ward,GK,Leicester,English Premier Division,England (Premier Division),WAL,193,88,26,Right,GK,SK,10750000,20000
4851,Dario Cvitanich,ST (C),Racing Club,Argentine Premier Division,Argentina (Premier Division),ARG,174,72,35,Right,ST (C),DLF,250000,5250
7790,Darko Churlinov,"AM (RLC), ST (C)",VfB Stuttgart,Bundesliga,Germany (Bundesliga),MKD,180,72,18,Right,AM (L),IW,375000,3000
921,Darron Gibson,"DM, M (C)",Salford,Sky Bet League Two,England (Sky Bet League Two),IRL,183,90,31,Right,DM,DLP,160000,2500
9676,David Raya,GK,Brentford,Sky Bet Championship,England (Sky Bet Championship),ESP,183,70,23,Right Only,GK,SK,6750000,10000
6190,Dawid Kownacki,"M/AM (L), ST (C)",Fortuna Dusseldorf,Bundesliga 2,Germany (Bundesliga 2),POL,187,75,22,Right,ST (C),PF,4099999,15000
8805,Deyovaisio Zeefuik,"D (RC), WB (R)",Hertha Berlin,Bundesliga,Germany (Bundesliga),NED,177,76,21,Right,D (R),FB,12000000,36500
795,Dieumerci Mbokani,ST (C),Antwerp,Belgian Pro League A,Belgium (Pro League A),COD,185,73,33,Right,ST (C),CF,1700000,26000
5303,Donis Avdijaj,"AM (RLC), ST (C)",Hearts,Ladbrokes Premiership,Scotland (Ladbrokes Premiership),KVX,172,70,22,Right,AM (C),T,3100000,2000
3183,Douglas,M/AM (C),Unknown,Brazilian National Second Division,Brazil (Second Division),BRA,176,75,37,Left,AM (C),EG,0,0
3183,Douglas,D (C),Unknown,Unknown,Brazil,NED,192,80,31,Right,D (C),NCB,0,0
1097,Edenilson,"D/WB (R), DM, M (RC)",Internacional,Brazilian National First Division,Brazil (First Division),BRA,175,76,29,Right,M (C),BBM,10500000,21500
6244,Emanuel Cecchini,"DM, M (C)",Union (SF),Argentine Premier Division,Argentina (Premier Division),ARG,180,78,22,Right,M (C),MEZ,575000,7750
9425,Emil Bohinen,"M (C), AM (RC)",Stabaek,Norwegian Premier Division,Norway (Premier Division),NOR,180,70,20,Left,M (C),AP,165000,1000
4401,Emiliano Martinez,GK,Aston Villa,English Premier Division,England (Premier Division),ARG,193,85,26,Right,GK,SK,18750000,52000
6496,Ermedin Demirovic,"AM (C), ST (C)",SC Freiburg,Bundesliga,Germany (Bundesliga),BIH,184,78,21,Right,ST (C),PF,7500000,23000
737,Fabio Borini,"M/AM (RL), ST (C)",Fatih Karagumruk,Turkish Super League,Turkey (Super League),ITA,180,74,28,Right,ST (C),PF,7250000,7500
2347,Federico Ricca,D/WB (L),Club Brugge,Belgian Pro League A,Belgium (Pro League A),URU,178,73,24,Left Only,D (L),FB,3800000,21500
2925,Fedor Smolov,ST (C),Lokomotiv Moscow,Russian Premier League,Russia (Premier League),RUS,187,80,29,Right,ST (C),AF,5500000,52000
1937,Fernando,"DM, M (C)",Spartak Moscow,Spanish First Division,Spain (First Division),BRA,175,75,27,Right,M (C),AP,9250000,35500
5078,Fernando Amorebieta,D (C),Cerro Porteno,Paraguayan First Division,Paraguay (First Division),VEN,192,86,34,Left,D (C),NCB,97000,5000
6916,Fernando Calero,D (C),Espanyol,Spanish Second Division,Spain (Second Division),ESP,183,71,23,Right,D (C),BPD,7000000,15250
5042,Fernando Pacheco,GK,Alaves,Spanish First Division,Spain (First Division),ESP,186,81,27,Left,GK,SK,12250000,23500
5042,Fernando Pacheco,AM (RL),Fluminense,Brazilian National First Division,Brazil (First Division),PER,176,70,19,Right,AM (R),W,525000,3100
8966,Filip Krovinovic,"M (C), AM (RLC)",Nottm Forest,Sky Bet Championship,England (Sky Bet Championship),CRO,175,70,23,Right,AM (C),AP,2400000,11000
9690,Folarin Balogun,"AM (R), ST (C)",Arsenal,English Premier Division,England (Premier Division),ENG,178,70,17,Right,ST (C),AF,3400000,2000
1562,Francesco Lodi,"DM, M (C)",Triestina,Italian Serie C/B,Italy (Serie C/B),ITA,183,75,35,Left Only,M (C),DLP,16250,2000
3810,Francesco Tavano,"AM (RLC), ST (C)",Carrarese,Italian Serie C/A,Italy (Serie C/A),ITA,173,71,40,Right,ST (C),DLF,21500,2700
852,Freddie Woodman,GK,Swansea,Sky Bet Championship,England (Sky Bet Championship),ENG,188,78,22,Right,GK,G,4800000,3000
1118,Gabriel Paletta,D (C),Monza,Italian Serie C/A,Italy (Serie C/A),ITA,190,88,33,Right,D (C),CD,250000,7000
7728,Gautier Larsonneur,GK,Brest,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,181,70,22,Right Only,GK,SK,3200000,6000
386,Gojko Kacar,"D (C), DM, M (C)",Unknown,Unknown,Serbia,SRB,185,85,32,Right,M (C),BWM,0,0
2392,Gorka Iraizoz,GK,Unknown,Unknown,Spain,ESP,191,93,38,Right,GK,G,0,0
4941,Hans Hateboer,D/WB/M (R),Atalanta,Italian Serie A,Italy (Serie A),NED,187,79,25,Right Only,D (R),FB,15000000,15250
